Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index
2017,1,12.72258064516129,12.44516129032258,9.425806451612903,82.28387096774195,3.064516129032258,32.25806451612903,11.828064516129032,0.0,0.0,14.332258064516129,6.712903225806452,219.16451612903228,1018.0999999999999,46.770967741935486,0.8903225806451613,133.9806451612903,11.55483870967742,5.354838709677419
2017,2,16.803571428571427,16.692857142857143,10.267857142857142,70.03928571428571,0.19642857142857142,21.428571428571427,3.5717857142857143,0.0,0.0,16.8,7.95,262.5464285714286,1015.9107142857143,34.667857142857144,1.1214285714285714,195.28214285714284,16.860714285714288,7.142857142857143
2017,3,21.548387096774192,21.306451612903224,11.0,56.92258064516129,1.1290322580645162,32.25806451612903,7.392903225806452,0.0,0.0,19.138709677419353,8.25483870967742,203.48709677419356,1011.3709677419355,30.59032258064516,1.7838709677419353,240.77096774193546,20.84193548387097,8.516129032258064
2017,4,30.09,29.52,11.563333333333333,36.45666666666667,0.44000000000000006,40.0,4.0280000000000005,0.0,0.0,22.723333333333336,10.786666666666667,196.09,1005.2833333333333,17.116666666666667,1.8866666666666667,289.90999999999997,25.013333333333332,9.533333333333333
2017,5,33.145161290322584,33.538709677419355,15.841935483870968,38.31935483870968,0.9225806451612902,67.74193548387096,6.855483870967742,0.0,0.0,21.041935483870965,9.654838709677419,145.54516129032257,1002.9000000000001,29.72258064516129,1.867741935483871,291.9225806451613,25.212903225806453,9.290322580645162
2017,6,32.14,35.24,21.459999999999997,57.85333333333333,5.92,60.0,20.971999999999998,0.0,0.0,17.86,8.823333333333332,164.65,999.3433333333334,28.453333333333333,1.9333333333333333,266.59333333333336,23.040000000000003,8.3
2017,7,31.009677419354837,39.09032258064516,26.287096774193547,76.84516129032258,7.541935483870968,96.7741935483871,28.89774193548387,0.0,0.0,16.845161290322583,7.948387096774193,128.40645161290323,998.9645161290323,55.31290322580645,1.964516129032258,230.46774193548387,19.87741935483871,7.806451612903226
2017,8,30.293548387096774,38.02903225806452,26.41290322580645,80.59677419354838,3.067741935483871,93.54838709677419,26.612903225806452,0.0,0.0,16.616129032258065,7.990322580645161,138.03548387096777,1000.5612903225807,52.36129032258064,1.8870967741935485,216.81290322580645,18.690322580645162,7.516129032258065
2017,9,28.903333333333332,32.2,23.65,75.36666666666666,1.7166666666666666,53.333333333333336,12.500666666666666,0.0,0.0,13.053333333333335,6.323333333333333,209.51000000000002,1005.0300000000001,20.133333333333333,1.5033333333333334,223.81,19.30666666666667,7.7
2017,10,25.822580645161292,26.26774193548387,18.048387096774192,65.29677419354839,0.05806451612903226,6.451612903225806,0.5377419354838711,0.0,0.0,12.135483870967741,6.429032258064517,123.48709677419355,1008.8612903225807,1.3967741935483873,1.1741935483870967,212.77741935483868,18.4,7.548387096774194
2017,11,17.796666666666667,17.75,12.93,75.98,0.30333333333333334,13.333333333333334,2.778,0.0,0.0,11.71,6.11,245.2,1014.8766666666667,19.293333333333333,0.58,163.28333333333333,14.09,6.166666666666667
2017,12,13.96774193548387,13.712903225806452,8.516129032258064,72.74193548387096,0.6580645161290323,6.451612903225806,3.8977419354838707,0.0,0.0,13.141935483870967,6.970967741935484,260.2903225806452,1017.7548387096774,28.719354838709677,0.6548387096774194,145.46774193548387,12.600000000000001,5.741935483870968
2018,1,12.280645161290321,11.864516129032259,7.787096774193548,76.99354838709678,0.47419354838709676,3.225806451612903,2.0161290322580645,0.0,0.0,13.283870967741937,7.129032258064516,221.8483870967742,1015.4548387096773,22.793548387096774,0.6290322580645161,157.09032258064516,13.251612903225807,6.064516129032258
2018,2,16.228571428571428,16.092857142857145,9.828571428571427,69.29285714285714,0.7321428571428571,17.857142857142858,6.696428571428571,0.0,0.0,15.625,8.321428571428571,238.43214285714288,1015.3857142857142,36.30714285714286,1.2857142857142858,195.10714285714286,16.860714285714288,7.178571428571429
2018,3,22.612903225806452,22.467741935483872,13.670967741935485,60.83870967741935,0.3967741935483871,25.806451612903224,4.166774193548387,0.0,0.0,17.10967741935484,8.80967741935484,238.60967741935482,1010.8451612903226,20.122580645161293,1.7741935483870968,244.46774193548387,21.141935483870967,8.290322580645162
2018,4,28.353333333333335,28.14,14.726666666666667,48.156666666666666,0.85,56.666666666666664,6.667,0.0,0.0,20.023333333333333,9.223333333333333,163.27,1006.9133333333334,27.35,1.8366666666666667,281.18666666666667,24.263333333333332,9.166666666666666
2018,5,32.75806451612903,32.50967741935484,13.948387096774193,36.08387096774193,0.7225806451612903,54.83870967741935,6.854838709677419,0.0,0.0,22.16774193548387,10.558064516129033,207.48709677419356,1002.9903225806452,22.983870967741936,1.9290322580645163,302.72903225806454,26.148387096774194,9.67741935483871
2018,6,33.440000000000005,37.00666666666667,21.616666666666667,53.336666666666666,2.7199999999999998,60.0,15.139333333333333,0.0,0.0,20.566666666666666,10.466666666666667,171.56,997.49,29.366666666666667,1.8299999999999998,266.5266666666667,23.033333333333335,8.4
