Year,Month,Avg_Temp,Avg_Dew,Avg_Humidity,Avg_Precipitation
2017,1,12.958064516129031,9.638709677419355,82.20322580645161,2.174193548387097
2017,2,16.675,11.103571428571428,72.97857142857143,0.3821428571428571
2017,3,21.003225806451614,12.061290322580644,61.096774193548384,1.2838709677419353
2017,4,29.423333333333336,12.343333333333334,38.809999999999995,1.0733333333333335
2017,5,32.877419354838715,16.135483870967743,39.599999999999994,0.6096774193548387
2017,6,31.936666666666667,21.236666666666668,57.68666666666666,4.496666666666667
2017,7,31.070967741935487,25.990322580645163,75.34193548387097,3.5354838709677416
2017,8,30.287096774193547,26.05806451612903,79.09032258064516,13.687096774193549
2017,9,29.45,23.02,71.38666666666667,4.89
2017,10,26.76451612903226,17.187096774193545,59.596774193548384,0.0032258064516129032
2017,11,18.10666666666667,12.833333333333334,74.40333333333334,0.11666666666666667
2017,12,14.229032258064517,9.05483870967742,74.42903225806452,0.5806451612903226
2018,1,12.541935483870969,7.854838709677419,77.09032258064516,0.5806451612903226
2018,2,16.72142857142857,9.975,68.53928571428571,0.8821428571428571
2018,3,22.95483870967742,13.751612903225807,60.380645161290325,0.07419354838709678
2018,4,28.64333333333333,14.453333333333335,46.57666666666667,0.5133333333333333
2018,5,32.57096774193548,14.906451612903227,38.538709677419355,0.7032258064516129
2018,6,32.93666666666667,22.040000000000003,56.22,5.3533333333333335
2018,7,30.33225806451613,26.061290322580643,79.03870967741935,8.95483870967742
2018,8,29.81935483870968,26.44193548387097,82.85806451612903,6.012903225806451
2018,9,27.633333333333333,24.163333333333334,82.62666666666668,12.386666666666667
2018,10,23.86774193548387,17.664516129032258,70.93225806451613,0.25483870967741934
2018,11,18.826666666666664,12.67,70.72333333333333,0.31666666666666665
2018,12,12.706451612903225,8.574193548387097,78.73870967741935,1.7129032258064514
2019,1,11.906451612903227,8.048387096774194,79.46451612903226,1.1064516129032258
2019,2,14.471428571428572,11.007142857142856,81.23928571428571,3.0464285714285713
2019,3,19.070967741935487,12.803225806451612,70.04516129032258,0.7064516129032258
2019,4,27.403333333333332,16.113333333333333,54.580000000000005,1.4
2019,5,30.76774193548387,14.958064516129031,42.84193548387096,1.0258064516129033
2019,6,33.95,19.113333333333333,45.57333333333334,1.2466666666666666
2019,7,30.374193548387098,25.39032258064516,76.3741935483871,12.880645161290323
2019,8,29.81935483870968,26.296774193548387,82.11612903225806,11.248387096774193
2019,9,29.366666666666667,25.273333333333333,79.73666666666666,8.166666666666666
2019,10,25.10967741935484,18.361290322580647,69.13870967741936,0.47096774193548385
2019,11,19.313333333333333,13.903333333333334,73.61,2.123333333333333
2019,12,11.370967741935484,8.85483870967742,86.12258064516129,0.2064516129032258
2020,1,11.46774193548387,8.693548387096774,84.61290322580645,1.403225806451613
2020,2,15.303448275862069,10.675862068965518,76.4448275862069,0.7103448275862069
2020,3,19.26451612903226,14.5,76.13225806451612,3.861290322580645
2020,4,25.823333333333334,15.993333333333334,58.80333333333333,2.0
2020,5,30.151612903225807,16.81935483870968,49.57741935483871,3.770967741935484
2020,6,31.62,23.223333333333336,63.32333333333334,2.4266666666666667
2020,7,30.73225806451613,25.88064516129032,76.6032258064516,11.690322580645162
2020,8,30.12258064516129,26.509677419354837,81.7741935483871,5.77741935483871
2020,9,30.823333333333334,23.88,68.99,0.6833333333333333
2020,10,25.48709677419355,14.48709677419355,54.88709677419355,0.0
2020,11,17.740000000000002,10.496666666666666,66.27333333333334,0.5
2020,12,12.838709677419354,9.087096774193547,80.30967741935484,0.4
