Year,Month,Avg_Temp,Avg_Dew,Avg_Humidity,Avg_Precipitation
2017,1,13.319354838709677,10.0,82.30000000000001,2.3108064516129034
2017,2,17.12857142857143,11.507142857142856,72.95714285714286,0.16996428571428573
2017,3,21.322580645161292,11.606451612903227,58.60645161290322,1.1963548387096774
2017,4,29.273333333333333,11.29,37.06333333333334,0.9973
2017,5,32.406451612903226,15.8,40.167741935483875,0.44125806451612903
2017,6,31.529999999999998,21.06,59.49,4.429466666666667
2017,7,30.570967741935487,25.809677419354838,76.78387096774195,3.628548387096774
2017,8,29.561290322580643,26.083870967741937,82.36774193548388,13.452677419354838
2017,9,28.333333333333332,23.61,77.22333333333333,4.750533333333333
2017,10,25.874193548387098,17.825806451612905,64.13225806451612,0.0032258064516129032
2017,11,18.323333333333334,13.023333333333333,73.92,0.07
2017,12,14.448387096774193,9.980645161290322,77.18064516129031,0.5876451612903225
2018,1,12.745161290322581,8.596774193548388,78.69677419354838,0.5609032258064517
2018,2,16.875,10.685714285714285,69.76071428571429,0.8402857142857144
2018,3,22.89032258064516,14.229032258064517,61.20645161290323,0.06874193548387096
2018,4,28.336666666666666,15.106666666666666,48.54666666666667,0.48386666666666667
2018,5,32.00645161290323,16.14516129032258,42.07096774193548,0.9746451612903225
2018,6,32.233333333333334,22.7,59.940000000000005,5.752466666666666
2018,7,30.038709677419355,26.080645161290324,80.23870967741935,7.497193548387097
2018,8,29.5258064516129,26.35483870967742,83.76451612903226,5.54158064516129
2018,9,27.546666666666667,24.346666666666668,83.78333333333333,12.013533333333333
2018,10,23.758064516129032,17.23225806451613,69.89354838709677,0.20261290322580647
2018,11,18.9,12.26,68.73666666666666,0.13403333333333334
2018,12,13.029032258064515,8.609677419354838,77.65806451612903,1.508290322580645
2019,1,12.503225806451614,8.493548387096775,78.61612903225806,0.885483870967742
2019,2,15.064285714285715,11.639285714285714,82.075,2.52
2019,3,19.351612903225806,12.974193548387097,69.99677419354839,0.7808387096774193
2019,4,27.60666666666667,15.363333333333333,52.12,1.4320666666666666
2019,5,31.096774193548388,12.932258064516128,37.75806451612903,0.963483870967742
2019,6,33.29333333333333,18.42,45.29,1.2921666666666665
2019,7,29.693548387096776,26.44516129032258,84.50967741935484,12.504322580645162
2019,8,29.5258064516129,27.03548387096774,87.45483870967742,10.880483870967742
2019,9,29.12,25.566666666666666,82.20666666666666,8.0425
2019,10,24.780645161290323,19.461290322580645,74.67096774193548,0.530483870967742
2019,11,19.41,14.406666666666666,75.10333333333332,2.0675
2019,12,11.703225806451613,9.316129032258065,86.5516129032258,0.24087096774193548
2020,1,11.80967741935484,9.235483870967743,85.51290322580645,1.5735806451612904
2020,2,15.513793103448275,11.344827586206897,78.01034482758621,0.22827586206896552
2020,3,19.548387096774192,14.635483870967741,75.32903225806452,3.489225806451613
2020,4,25.743333333333332,16.703333333333333,60.736666666666665,2.0437
2020,5,29.770967741935483,17.37741935483871,51.68064516129032,3.3030967741935484
2020,6,31.17,23.85,66.84333333333333,2.192333333333333
2020,7,30.38064516129032,26.493548387096773,81.03225806451613,11.313096774193546
2020,8,30.0,26.683870967741935,84.00645161290322,5.328129032258064
2020,9,30.19,25.566666666666666,78.36666666666666,0.2364
2020,10,25.08709677419355,16.051612903225806,60.88709677419355,0.00967741935483871
2020,11,17.586666666666666,11.533333333333333,70.21333333333334,0.4952
2020,12,13.03225806451613,9.761290322580646,82.1774193548387,0.39677419354838706
