Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index
2017,1,12.158064516129032,11.993548387096775,7.229032258064516,73.48064516129033,6.403225806451613,58.064516129032256,26.478709677419356,0.0,0.0,14.964516129032257,5.809677419354839,107.84516129032258,1018.0322580645161,53.42903225806452,2.3366666666666664,114.26774193548388,9.861290322580645,4.774193548387097
2017,2,16.125,16.107142857142858,9.75,67.65357142857142,3.7035714285714287,35.714285714285715,13.690714285714288,0.0,0.0,15.714285714285714,6.964285714285714,197.77857142857144,1015.9821428571429,44.775,2.4785714285714286,172.16785714285714,14.85357142857143,6.392857142857143
2017,3,19.080645161290324,18.958064516129035,9.674193548387096,57.538709677419355,1.5838709677419356,45.16129032258065,15.053548387096775,0.0,0.0,17.148387096774194,7.670967741935484,212.38709677419354,1011.9225806451612,44.68709677419355,2.435714285714286,217.1225806451613,18.793548387096774,7.709677419354839
2017,4,25.64,25.433333333333334,12.936666666666667,48.36,2.8400000000000003,46.666666666666664,11.110999999999999,0.0,0.0,18.64,8.736666666666668,82.50666666666667,1006.5366666666666,29.383333333333333,2.44,275.36333333333334,23.783333333333335,9.266666666666667
2017,5,29.529032258064515,29.44516129032258,14.8,43.23870967741936,0.7225806451612903,64.51612903225806,6.7212903225806455,0.0,0.0,18.135483870967743,7.970967741935484,84.3258064516129,1004.3967741935484,39.541935483870965,2.480645161290323,270.8677419354839,23.416129032258063,8.903225806451612
2017,6,29.42,30.456666666666667,18.95,56.99666666666667,6.790000000000001,56.666666666666664,16.250333333333334,0.0,0.0,15.85,6.596666666666667,117.83,1000.5833333333334,29.826666666666664,2.372413793103448,253.42000000000002,21.89,8.066666666666666
2017,7,28.761290322580646,33.13225806451613,24.580645161290324,78.83870967741936,10.793548387096775,96.7741935483871,51.479032258064514,0.0,0.0,13.67741935483871,5.180645161290323,149.3290322580645,1000.3709677419355,60.9741935483871,2.25,188.50645161290322,16.267741935483873,6.516129032258065
2017,8,28.19677419354839,32.119354838709675,24.6,81.40645161290323,4.751612903225807,96.7741935483871,45.296129032258065,0.0,0.0,13.061290322580644,5.306451612903226,176.5258064516129,1001.7967741935485,54.803225806451614,2.325806451612903,190.38064516129032,16.40967741935484,6.67741935483871
2017,9,27.73,29.31,21.57,70.83333333333333,0.88,60.0,11.944666666666667,0.0,0.0,14.086666666666668,5.5633333333333335,204.02,1005.9166666666666,20.113333333333333,2.5733333333333333,216.27333333333334,18.686666666666667,7.4
2017,10,24.925806451612903,24.993548387096773,15.141935483870967,57.03548387096774,0.02258064516129032,9.67741935483871,0.4035483870967742,0.0,0.0,14.135483870967741,6.119354838709677,105.6258064516129,1009.6935483870968,4.441935483870967,2.5,204.23870967741934,17.635483870967743,7.451612903225806
2017,11,17.016666666666666,16.996666666666666,10.47,66.90666666666667,0.5466666666666666,23.333333333333332,6.667,0.0,0.0,12.643333333333334,5.236666666666666,126.55666666666666,1015.1566666666666,20.936666666666667,2.4793103448275864,152.12,13.15,5.866666666666666
2017,12,13.754838709677419,13.670967741935485,7.9,69.66774193548386,1.9516129032258067,19.35483870967742,7.930322580645162,0.0,0.0,12.503225806451614,5.619354838709677,132.34516129032258,1017.5129032258066,33.28064516129032,2.4419354838709677,132.36774193548385,11.40967741935484,5.419354838709677
2018,1,12.125806451612902,12.03225806451613,6.216129032258064,68.95806451612903,0.25161290322580643,9.67741935483871,2.2851612903225806,0.0,0.0,12.583870967741936,5.6,222.53225806451613,1015.1451612903226,20.761290322580646,2.480645161290323,153.33870967741936,12.938709677419356,5.935483870967742
2018,2,15.717857142857143,15.642857142857142,8.132142857142856,63.01428571428572,1.9749999999999999,21.428571428571427,7.886785714285714,0.0,0.0,15.407142857142858,6.910714285714286,191.33928571428572,1015.4321428571428,40.128571428571426,2.457142857142857,184.82500000000002,15.946428571428571,6.857142857142857
2018,3,20.616129032258065,20.46451612903226,10.254838709677419,54.33548387096774,0.9129032258064517,32.25806451612903,9.677741935483871,0.0,0.0,17.364516129032257,7.616129032258065,195.2483870967742,1011.3741935483871,32.37096774193548,2.480645161290323,229.40645161290323,19.825806451612905,8.064516129032258
